Identifikace přejezdu,TÚ přejezdu,Evidenční km poloha,Zabezpečení přejezdu,Krajský úřad,Oblastní ředitelství,Třída komunikace,Zeměpisná šířka,Zeměpisná délka
P5559,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"73,617",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 40' 42.46332'' N,14° 26' 46.35465'' E
P556,0281 - Protivín (mimo) - Zdice (mimo),"91,874",N - Přejezd zabezpečený pouze výstražným křížem,Středočeský kraj,66699 - OŘ Praha,O - účelové komunikace - ostatní,49° 49' 45.17220'' N,13° 58' 18.98013'' E
P5560,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"76,464",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 41' 55.13034'' N,14° 25' 59.26010'' E
P5561,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"79,532",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 43' 18.97545'' N,14° 26' 48.56964'' E
P5562,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"80,198",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 43' 40.36967'' N,14° 26' 53.17146'' E
P5563,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"86,142",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,I. - silnice I.třídy,48° 46' 30.80291'' N,14° 27' 49.50269'' E
P5564,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"87,150",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 46' 37.20819'' N,14° 28' 35.38607'' E
P5565,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"89,265",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,D1 - místní komunikace - pěší a obytné zóny,48° 47' 25.11342'' N,14° 27' 50.31075'' E
P5566,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"94,080",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 49' 17.37489'' N,14° 25' 55.93128'' E
P5567,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"95,333",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 49' 48.14096'' N,14° 26' 04.42585'' E
P5569,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"96,094",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,D1 - místní komunikace - pěší a obytné zóny,48° 49' 53.60394'' N,14° 26' 40.90322'' E
P557,0281 - Protivín (mimo) - Zdice (mimo),"94,089",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,II. - silnice II.třídy,49° 50' 55.29912'' N,13° 58' 28.98270'' E
P5570,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"98,133",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,II. - silnice II.třídy,48° 50' 49.37791'' N,14° 27' 14.45730'' E
P5571,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"100,032",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 51' 30.30501'' N,14° 26' 07.91816'' E
P5572,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"102,054",M - Mechanická PZZ,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 52' 10.97050'' N,14° 25' 10.46517'' E
P5573,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"103,281",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,48° 52' 33.64784'' N,14° 25' 55.86780'' E
P5574,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"104,570",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 53' 04.04737'' N,14° 26' 33.87726'' E
P5575,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"104,591",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,I. - silnice I.třídy,48° 53' 04.66551'' N,14° 26' 33.84770'' E
P5576,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"106,182",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,D1 - místní komunikace - pěší a obytné zóny,48° 53' 38.54141'' N,14° 27' 20.36320'' E
P5577,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"108,734",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 54' 33.86927'' N,14° 27' 04.94105'' E
P5578,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"111,662",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 55' 29.50365'' N,14° 26' 59.41169'' E
P5579,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"112,223",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 55' 38.65913'' N,14° 27' 19.37349'' E
P558,0281 - Protivín (mimo) - Zdice (mimo),"94,654",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,III. - silnice III.třídy,49° 51' 13.07087'' N,13° 58' 30.90012'' E
P5580,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"115,134",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,48° 56' 38.29709'' N,14° 28' 22.10895'' E
P5581,1691 - Summerau (ÖBB) (část) - České Budějovice (mimo)(Rožnov,"115,808",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,48° 57' 00.11025'' N,14° 28' 21.24728'' E
P5582,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"1,742",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 46' 34.46498'' N,14° 56' 31.53749'' E
P5586,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"5,690",M - Mechanická PZZ,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 48' 32.19589'' N,14° 55' 23.89137'' E
P5587,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"5,813",M - Mechanická PZZ,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 48' 36.14676'' N,14° 55' 22.76325'' E
P5588,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"6,882",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,48° 49' 10.87486'' N,14° 55' 22.66019'' E
P559,0281 - Protivín (mimo) - Zdice (mimo),"95,182",N - Přejezd zabezpečený pouze výstražným křížem,Středočeský kraj,66699 - OŘ Praha,O - účelové komunikace - ostatní,49° 51' 27.49336'' N,13° 58' 44.99410'' E
P5590,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"9,530",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,D1 - místní komunikace - pěší a obytné zóny,48° 50' 27.13554'' N,14° 54' 28.18229'' E
P5591,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"10,368",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,D1 - místní komunikace - pěší a obytné zóny,48° 50' 51.95820'' N,14° 54' 11.68096'' E
P5592,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"10,910",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 51' 07.52869'' N,14° 53' 59.18954'' E
P5593,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"11,343",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 51' 19.75591'' N,14° 53' 49.19084'' E
P5594,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"12,296",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 51' 43.94830'' N,14° 53' 20.13605'' E
P5596,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"13,737",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 52' 24.43948'' N,14° 52' 45.89761'' E
P5597,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"15,126",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 53' 09.26517'' N,14° 52' 41.72248'' E
P5598,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"15,782",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 53' 29.85188'' N,14° 52' 47.57386'' E
P5599,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"15,942",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,I. - silnice I.třídy,48° 53' 34.47644'' N,14° 52' 51.20821'' E
P56,0101 - Praha-Bubny (mimo) - Chomutov-záp.zhlaví (mimo),"92,913",S - Světelná PZZ se závorami,Ústecký kraj,67299 - OŘ Ústí nad Labem,II. - silnice II.třídy,50° 17' 06.86613'' N,13° 33' 31.91926'' E
P560,0281 - Protivín (mimo) - Zdice (mimo),"95,831",N - Přejezd zabezpečený pouze výstražným křížem,Středočeský kraj,66699 - OŘ Praha,O - účelové komunikace - ostatní,49° 51' 47.64439'' N,13° 58' 54.22610'' E
P5600,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"16,248",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,48° 53' 43.52640'' N,14° 52' 56.93250'' E
P5601,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"16,768",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,D1 - místní komunikace - pěší a obytné zóny,48° 54' 00.24774'' N,14° 52' 59.24787'' E
P5602,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"17,307",M - Mechanická PZZ,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 54' 17.64897'' N,14° 52' 56.97073'' E
P5603,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"18,694",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,I. - silnice I.třídy,48° 55' 02.32188'' N,14° 52' 50.64644'' E
P5604,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"20,349",M - Mechanická PZZ,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 55' 54.72012'' N,14° 52' 33.61102'' E
P5605,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"22,122",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,48° 56' 50.19362'' N,14° 52' 16.64564'' E
P5606,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"22,950",M - Mechanická PZZ,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 57' 13.23409'' N,14° 51' 55.78493'' E
P5607,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"24,303",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,D1 - místní komunikace - pěší a obytné zóny,48° 57' 52.96707'' N,14° 51' 27.86257'' E
P5608,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"25,243",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 58' 20.64127'' N,14° 51' 08.49080'' E
P561,0281 - Protivín (mimo) - Zdice (mimo),"97,173",M - Mechanická PZZ,Středočeský kraj,66699 - OŘ Praha,O - účelové komunikace - ostatní,49° 52' 23.93369'' N,13° 59' 30.08266'' E
P5610,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"26,874",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 59' 05.25598'' N,14° 50' 25.72745'' E
P5611,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"28,097",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 59' 36.73801'' N,14° 49' 50.43970'' E
P5612,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"29,808",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 00' 09.12788'' N,14° 48' 43.19243'' E
P5613,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"30,843",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 00' 19.64241'' N,14° 47' 54.81848'' E
P5614,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"31,067",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,D1 - místní komunikace - pěší a obytné zóny,49° 00' 20.68170'' N,14° 47' 43.88783'' E
P5615,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"32,333",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,B - místní komunikace - sběrná,49° 00' 26.08637'' N,14° 46' 41.94243'' E
P5616,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"33,318",M - Mechanická PZZ,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 00' 33.00293'' N,14° 45' 55.52180'' E
P5617,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"34,386",M - Mechanická PZZ,Jihočeský kraj,85499 - OŘ Plzeň,D1 - místní komunikace - pěší a obytné zóny,49° 01' 04.14231'' N,14° 45' 33.68912'' E
P5618,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"35,810",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,D1 - místní komunikace - pěší a obytné zóny,49° 01' 47.48283'' N,14° 45' 10.22406'' E
P5619,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"36,128",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,D1 - místní komunikace - pěší a obytné zóny,49° 01' 57.20849'' N,14° 45' 04.92820'' E
P562,0281 - Protivín (mimo) - Zdice (mimo),"97,397",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,II. - silnice II.třídy,49° 52' 30.94262'' N,13° 59' 31.25915'' E
P5620,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"37,227",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 02' 32.09615'' N,14° 45' 08.39691'' E
P5621,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"37,715",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 02' 47.79831'' N,14° 45' 05.71496'' E
P5622,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"38,555",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,I. - silnice I.třídy,49° 03' 14.65260'' N,14° 44' 59.48228'' E
P5623,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"38,805",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 03' 21.38767'' N,14° 44' 52.85100'' E
P5624,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"39,866",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 03' 48.21377'' N,14° 44' 20.18102'' E
P5625,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"40,697",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 04' 11.49715'' N,14° 43' 59.65222'' E
P5626,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"41,155",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 04' 24.35776'' N,14° 43' 48.39262'' E
P5627,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"41,583",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,I. - silnice I.třídy,49° 04' 36.39879'' N,14° 43' 37.84462'' E
P5628,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"42,977",M - Mechanická PZZ,Jihočeský kraj,85499 - OŘ Plzeň,II. - silnice II.třídy,49° 05' 19.52950'' N,14° 43' 44.05020'' E
P5629,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"45,693",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,D1 - místní komunikace - pěší a obytné zóny,49° 06' 43.77515'' N,14° 44' 16.72913'' E
P563,0281 - Protivín (mimo) - Zdice (mimo),"98,094",N - Přejezd zabezpečený pouze výstražným křížem,Středočeský kraj,66699 - OŘ Praha,O - účelové komunikace - ostatní,49° 52' 45.73673'' N,13° 59' 06.72070'' E
P5630,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"46,428",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,D1 - místní komunikace - pěší a obytné zóny,49° 07' 07.26139'' N,14° 44' 11.56220'' E
P5631,1701 - České Velenice (mimo) - Benešov u Prahy (mimo),"48,736",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 08' 17.85862'' N,14° 44' 15.18810'' E
